Name,Gender,Origin,Meaning,Description,Source_url
Wanyecha,Unisex,Native American,Firefly,The name Wanyecha means Firefly and is of Native American origin. Wanyecha is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/wanyecha
Wapaheo,Male,Native American,How Did He Kill?,The name Wapaheo means How Did He Kill? and is of Native American origin. Wapaheo is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wapaheo
Waqar,Male,Arabic,"Majesty, Dignity","The name Waqar means Majesty, Dignity and is of Arabic origin. Waqar is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/waqar
Ward,Male,English,Guardian,The name Ward means Guardian and is of English origin. Ward is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ward
Wardah,Female,Arabic,Rose,The name Wardah means Rose and is of Arabic origin. Wardah is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/wardah
Warner,Male,English,Army Guard,The name Warner means Army Guard and is of English origin. Warner is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/warner
Warren,Male,English,Guard,The name Warren means Guard and is of English origin. Warren is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/warren
Warrick,Male,English,From The Town By The River,The name Warrick means From The Town By The River and is of English origin. Warrick is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/warrick
Warwick,Male,English,From The Town By The Weir,The name Warwick means From The Town By The Weir and is of English origin. Warwick is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/warwick
Wasabe,Male,Native American,Black Bear,The name Wasabe means Black Bear and is of Native American origin. Wasabe is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wasabe
Wasaki,Male,African,The Enemy,The name Wasaki means The Enemy and is of African origin. Wasaki is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wasaki
Waseem,Male,Arabic,Handsome,The name Waseem means Handsome and is of Arabic origin. Waseem is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/waseem
Waseemah,Female,Arabic,Beautiful,The name Waseemah means Beautiful and is of Arabic origin. Waseemah is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/waseemah
Washakie,Unisex,Native American,Sweet Smelling,The name Washakie means Sweet Smelling and is of Native American origin. Washakie is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/washakie
Washi,Male,Japanese,Eagle,The name Washi means Eagle and is of Japanese origin. Washi is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/washi
Washington,Male,English,From The Town Of Wassa's Peopl,The name Washington means From The Town Of Wassa's Peopl and is of English origin. Washington is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/washington
Wasi,Male,Arabic,Liberal,The name Wasi means Liberal and is of Arabic origin. Wasi is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wasi
Wasim,Male,Arabic,Handsome,The name Wasim means Handsome and is of Arabic origin. Wasim is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wasim
Wassim,Male,Arabic,Handsome,The name Wassim means Handsome and is of Arabic origin. Wassim is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wassim
Wataru,Male,Japanese,Navigation,The name Wataru means Navigation and is of Japanese origin. Wataru is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wataru
Watchemonne,Unisex,Native American,Great Speaker,The name Watchemonne means Great Speaker and is of Native American origin. Watchemonne is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/watchemonne
X-iomania,Female,American,Unknown,The name X-iomania means Unknown and is of American origin. X-iomania is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/x-iomania
Xadrian,Male,American,Created Name,The name Xadrian means Created Name and is of American origin. Xadrian is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/xadrian
Xakery,Male,American,Respelling Of Zachary,The name Xakery means Respelling Of Zachary and is of American origin. Xakery is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/xakery
Xalvadora,Female,Spanish,Savior,The name Xalvadora means Savior and is of Spanish origin. Xalvadora is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/xalvadora
Xanadu,Unisex,Mongolian,Mongolian City,The name Xanadu means Mongolian City and is of Mongolian origin. Xanadu is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/xanadu
Xander,Male,Greek,Defender Of The People,The name Xander means Defender Of The People and is of Greek origin. Xander is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/xander
Xandra,Female,English,Defender Of The People,The name Xandra means Defender Of The People and is of English origin. Xandra is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/xandra
Xandy,Unisex,American,Defender Of The People,The name Xandy means Defender Of The People and is of American origin. Xandy is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/xandy
Xannon,Unisex,American,Ancient God,The name Xannon means Ancient God and is of American origin. Xannon is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/xannon
Xantara,Female,American,Protector Of The Earth,The name Xantara means Protector Of The Earth and is of American origin. Xantara is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/xantara
Xanthe,Female,Greek,Golden,The name Xanthe means Golden and is of Greek origin. Xanthe is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/xanthe
